birthdate	job	ssn	username	registration	name	address	blood_group	company	user_id	mail	current_location	station_ID
		806-20-1492	johnstonjohn	2024-03-15	Mary Walters	"20352 Oconnor Plains
Port Anthony, ND 45869"	B+	Wright, Wright and Ayala	275	matthewgray@hotmail.com		405
		MRSRST79C54G065K	krusticucci	2020/01/04	Mariano Salgari	"Canale Ivo, 7 Piano 0
86026, Salcito (CB)"	B-	Comencini-Schiavone s.r.l.	493	tatianafoletti@yahoo.com	(Decimal('-89.1820995'), Decimal('26.274497'))	33
1980-12-21		250-67-3765	nakajimayuta	2020-02-22	佐藤 結衣	栃木県南房総市中小来川24丁目23番10号 アーバン西浅草195	B-	合同会社斎藤運輸	537	ztakahashi@yahoo.com	(Decimal('-22.5109415'), Decimal('-154.131073'))	469
1959-09-11		BNGLLN13L08L655W	lisa42	2025-04-29	Clelia Flaiano	"Stretto Montalti, 29
95018, Torre Archirafi (CT)"	A-	Aulenti SPA	64	tulliotrentin@tin.it	(Decimal('-88.444115'), Decimal('76.614277'))	756
1986-09-01		69375124061	vbarros	25 Jan 2024	Bento Machado	"Distrito Borges, 39
Embaúbas
28533316 Barros / RJ"	O+	Peixoto	399	da-rosasofia@uol.com.br	(Decimal('21.1445225'), Decimal('52.035620'))	763
1965-07-09		BNSRMN95R20D228J	parutasabatino	2024-04-24	Lazzaro Bongiorno	"Borgo Paoletti, 61 Appartamento 5
84038, Sassano (SA)"	AB-	Dallara SPA	488	abranciforte@hotmail.com	(Decimal('36.9519745'), Decimal('-81.116917'))	207
2004-04-06		91487653255	silvaeduarda	2019/09/22	Letícia Teixeira		B+	Ribeiro	961	zpastor@ig.com.br	(Decimal('46.8340095'), Decimal('99.616151'))	798
1931-06-19		639-58-5020	ythanel	24 Mar 2019	Betina Hahn-Steuer		A-	Wilmsen	485	pkostolzin@gmail.com	(Decimal('-37.649658'), Decimal('162.789464'))	242
1984-05-29	Tax adviser	ZCCTLC87H41H569T	gaitomauro	10/14/2018, 00:00:00	Paride Errani	"Stretto Alessandro, 97
34137, Trieste (TS)"	O-	Castioni s.r.l.	1008	chiara11@poste.it		284
		512-51-5183	xsasaki	11/16/2018, 00:00:00	佐藤 晃	広島県あきる野市東和町17丁目9番15号 百村ハイツ961	A-	鈴木建設有限会社	1634	bhayashi@yahoo.com	(Decimal('72.734354'), Decimal('-174.042434'))	181
1955-03-23		70698152395	lnascimento	2023/07/27	Sra. Heloisa Cassiano	"Parque Sousa, 726
Ribeiro De Abreu
22975161 Brito / DF"	A+	Barros	208	camposlevi@bol.com.br	(Decimal('20.651723'), Decimal('-55.719327'))	205
1981-07-05		32017594814	gomesalexandre	28 Mar 2021	Helena Vasconcelos	"Vereda Leão, 3
Paraíso
11032-763 Ferreira de Cassiano / SE"	A-	Pinto S.A.	621	monteiromaria-clara@uol.com.br	(Decimal('-74.6300505'), Decimal('-35.360192'))	605
1954-04-18		91230876413	maya08	2025-03-25	Maria Alice Siqueira	"Trevo Cavalcanti, 7
São Gabriel
10818762 Guerra / RO"	O-	Marques Novaes e Filhos	1002	agathalopes@hotmail.com	(Decimal('75.184370'), Decimal('67.963361'))	72
1969-06-02		87916240378	sarahda-rosa	2021-10-25	Pedro Miguel Freitas	"Vereda de da Rosa, 9
Santa Sofia
92102-519 Fonseca / AL"	O-	Vargas	394	rodrigocamargo@hotmail.com	(Decimal('4.5201445'), Decimal('-147.554746'))	208
1994-10-23	Krankenschwester	258-97-6234	mathiasring	16 Jan 2025	Geert Haase	"Winklergasse 7-1
79875 Kyritz"	AB+	Barkholz	1160	bela30@aol.de	(Decimal('61.146317'), Decimal('131.047812'))	114
1915-03-17	救急救命士	130-20-4625	qsuzuki	04/02/2019, 00:00:00	小林 真綾	和歌山県荒川区一ツ橋21丁目12番8号	AB+	有限会社渡辺通信	1199	sayuri72@hotmail.com		472
	Surveyor, building	164-35-4616	lindseyhorton	2019-09-14	Michael Cummings MD	"4991 Miller Mountains
Browntown, TX 23553"	O-	James, Wilson and Snyder	1144	franklinhannah@hotmail.com		327
1923-05-04		589-40-5530	vollbrechtcatrin	2018-09-27	Hans-Ludwig Lorch	"Stanislav-Beier-Allee 506
81906 Hofgeismar"	B+	Jüttner Krebs KG	1252	noackeric@aol.de	(Decimal('21.113358'), Decimal('-64.516805'))	553
1912-06-22		62450798374	rsilva	23 Sep 2020	Brenda da Paz	"Residencial Rezende, 103
Vitoria
22128-222 Casa Grande do Campo / CE"	A-	Carvalho	853	ysampaio@yahoo.com.br	(Decimal('48.9334795'), Decimal('-5.709983'))	34
		28460975347	joao-felipe61	2020/09/01	Dr. Luiz Miguel Costela	"Lagoa Pinto, 1
Barão Homem De Melo 1ª Seção
41393-462 da Rocha / MS"	A-	Fogaça Albuquerque - ME	1177	heloisa91@hotmail.com		443
1970-08-22	Ausbaufacharbeiter	090-52-4190	luis83	27 Feb 2022	Wiebke Wernecke-Bien	"Theodor-Stiebitz-Straße 9/3
98966 Tirschenreuth"	O-	Hellwig AG	80	auch-schlauchinannelie@gmail.com	(Decimal('-16.8329015'), Decimal('-144.375321'))	526
		CSLDRN44S13A706M	patrizia92	2020/06/06	Sig. Armando Borgia	"Viale Bompiani, 26 Appartamento 44
70028, Sannicandro Di Bari (BA)"	O+	Carnera s.r.l.	1742	gelsominamortati@hotmail.com	(Decimal('26.641830'), Decimal('98.704954'))	382
	Pára-quedista	60712958312	moraesliz	02/01/2022, 00:00:00	João Felipe Nascimento	"Loteamento João Felipe Dias, 44
Baleia
74903-430 Leão de Garcia / SE"	A-	Brito	1996	bfonseca@ig.com.br	(Decimal('-33.6682315'), Decimal('-164.509035'))	372
	Surveyor, building control	305-55-0509	njones	2019-05-11	Richard Taylor	"586 Shawn Dale
Bookermouth, MD 64184"	A+	Huang and Sons	1845	amber15@gmail.com	(Decimal('-56.774978'), Decimal('-49.950990'))	334
1949-09-19		23809756121	marcos-viniciusda-rocha	2020-04-15	Benicio Freitas	"Alameda Moreira, 24
Jardim Do Vale
10645-122 Moreira / PR"	A+	Andrade	1305	ovasconcelos@yahoo.com.br	(Decimal('73.496103'), Decimal('-112.876022'))	570
	Altenpfleger	300-01-1268	schlossermax	2025-08-03	Kenneth Killer	"Schmidtkeplatz 67-75
20848 Neustadtner Waldnaab"	O+	Drubin	1189	wgute@gmx.de	(Decimal('-81.9945355'), Decimal('-2.199403'))	470
		BNLRSR10T19G830Y	lillaspallanzani	16 Oct 2024	Natalia Donatoni	"Stretto Carolina, 96
26816, Ossago Lodigiano (LO)"	A+	Burcardo Group	703	vergaernesto@yahoo.com	(Decimal('68.337160'), Decimal('88.558483'))	766
	Engineer, energy	BRNGCB04H68B441G	sergius65	2022-12-13	Eliana Tedesco	"Viale Fedele, 73
11012, Cogne (AO)"	O-	Borsiere-Luciani e figli	1406	glupo@libero.it	(Decimal('-86.212720'), Decimal('-68.436251'))	400
1925-02-27		GSTGCN55T41B616J	mimunlicia	08/19/2019, 00:00:00	Ermes Naccari-Soderini	"Rotonda Cipriano, 93
33041, Aiello Del Friuli (UD)"	B+	Cesaroni-Segrè SPA	818	olgalerner@gmail.com	(Decimal('-53.9739975'), Decimal('-102.135655'))	741
		230-18-3510	otanaka	07 Mar 2022	山本 修平		B+	小林建設合同会社	2016	mikako36@yahoo.com	(Decimal('40.284635'), Decimal('88.935991'))	25
1995-01-22		49618735001	mathias56	2019-08-26	Gustavo Pacheco	"Recanto Moura, 69
Estrela Do Oriente
43259-072 Nogueira / MS"	AB+	Almeida	812	amandagoncalves@ig.com.br	(Decimal('59.3385035'), Decimal('-105.333175'))	163
	Secretary, company	041-01-1488	fblair	28 Mar 2019	Stephanie Robles	"528 Ballard Ramp Apt. 132
Carlashire, GU 98307"	O+	Rios Inc	1235	rpatterson@hotmail.com	(Decimal('-56.000668'), Decimal('165.352404'))	780
		184-44-8740	nishimurayasuhiro	2022-11-08	佐々木 明美	石川県富里市南赤田24丁目8番20号 シャルム土呂部353	A-	松本ガス合同会社	1581	satomikato@hotmail.com	(Decimal('81.3119865'), Decimal('60.049305'))	4
		553-66-2943	sotarofujita	2022-12-01	阿部 加奈		B+	中島農林株式会社	633	lokamoto@gmail.com	(Decimal('-20.9538795'), Decimal('3.602170'))	129
1950-03-19		438-09-6300	satohideki	09/30/2024, 00:00:00	渡辺 直子	徳島県横浜市金沢区前弥六33丁目9番20号	O+	株式会社鈴木運輸	922	esato@hotmail.com	(Decimal('-53.2138765'), Decimal('90.012791'))	179
1916-06-19		792-02-8787	xsato	09/24/2018, 00:00:00	太田 学	高知県福生市松が谷12丁目20番6号 ハイツ雷門294	O-	株式会社佐藤運輸	1811	osamunakamura@yahoo.com	(Decimal('53.599971'), Decimal('49.561943'))	694
2017-12-10	大学教授	639-59-6061	miturukimura	02 Sep 2023	藤田 陽一	広島県足立区日光1丁目24番8号 シャルム外神田930	B-	坂本銀行合同会社	272	qsaito@gmail.com	(Decimal('-74.1467645'), Decimal('157.215872'))	478
1988-05-20		23185490797	maria-helenasouza	2022/10/19	Rodrigo Souza	"Recanto Pereira, 96
Inconfidência
28055-554 Fonseca da Serra / PA"	B+	Vasconcelos Ltda.	1085	isaac61@yahoo.com.br	(Decimal('-82.0038335'), Decimal('10.012752'))	751
1978-08-08		153-43-4670	scheuermannmeryem	09/06/2019, 00:00:00	Inge Benthin	"Lorchstr. 53/14
91238 Hamburg"	O+	Etzler Klotz GmbH & Co. KGaA	690	bsontag@yahoo.de	(Decimal('-46.7841335'), Decimal('-82.396177'))	365
1936-05-06		802-16-8258	nbaker	2020/10/16	David Adams	"3538 Leah Fall Suite 856
Port Breannaview, CT 18759"	B-	Martin, Hines and Ward	1112	elizabethfox@yahoo.com		767
2025-08-06		133-18-7148	ldavidson	2021-10-21	Mark King	"42972 Daniel Run Suite 627
Martinezchester, SD 19640"	AB-	Buchanan, Armstrong and Collins	800	hestrada@yahoo.com	(Decimal('-28.6680405'), Decimal('-114.104101'))	240
		077-94-1787	christinamooney	2025-07-18	Joseph Jones		B-	Wilson and Sons	1015	evan87@yahoo.com	(Decimal('-19.073443'), Decimal('-155.971707'))	234
1938-05-19		460-67-9316	yutahasegawa	2021-05-01	山崎 浩	奈良県鴨川市台場38丁目14番20号 パレス皇居外苑926	A+	株式会社鈴木ガス	1266	miturumiura@gmail.com	(Decimal('-69.512238'), Decimal('133.373346'))	370
1973-09-24		84035916757	novaesjose-pedro	2022/07/25	Vitor da Conceição	"Viaduto da Mata, 22
Vila São Rafael
96588-430 Fonseca / AC"	AB-	Cunha	1280	lcaldeira@uol.com.br	(Decimal('57.501585'), Decimal('-127.044941'))	708
	Serralheiro	50849631289	andre19	2022/11/07	Juliana Rodrigues		AB+	Porto Farias - ME	1850	pimentastephany@gmail.com	(Decimal('-86.8812265'), Decimal('65.262908'))	278
2016-12-26	Solicitor	373-39-7110	vharding	2025-03-15	Jennifer Jordan	"05909 Debbie Ramp Suite 399
North Alexandra, AZ 98966"	A-	Gonzalez, Henderson and Smith	1533	pamelawilkinson@hotmail.com	(Decimal('-34.690164'), Decimal('150.879003'))	302
1922-09-14	Training and development officer	190-67-0124	cassandra93	12 Apr 2020	Allison Valdez	"667 Lisa Highway Apt. 336
South Isaiah, WI 08654"	AB+	Carlson Ltd	1861	pgreen@hotmail.com	(Decimal('77.0547975'), Decimal('143.419949'))	80
		699-73-7359	esato	22 Sep 2021	石川 裕樹	鹿児島県横浜市栄区前弥六南町29丁目20番10号 シティ上野桜木790	O+	株式会社橋本電気	1073	mituru14@gmail.com	(Decimal('85.6087355'), Decimal('54.407475'))	495
		089-70-3121	dwieloch	2022/11/16	Henri Scheuermann	"Kobeltplatz 875
28876 Bützow"	B+	Gunpf Gieß GbR	1180	usontag@gmx.de	(Decimal('81.970974'), Decimal('-79.118904'))	425
1944-09-29		201-24-2799	shawmegan	07 Jul 2019	Timothy Patel	"56054 Timothy Ridges
Kimberlytown, RI 15718"	AB+	Alexander, Fisher and Bennett	930	ronniehobbs@yahoo.com	(Decimal('47.8323275'), Decimal('144.524763'))	164
		60218537417	bruna42	06 Aug 2023	Ana Julia Garcia	"Trevo de Barbosa, 472
Oeste
13698488 Pinto / RJ"	B+	da Luz - EI	81	mendesluiz-felipe@bol.com.br	(Decimal('64.2485735'), Decimal('-49.703485'))	163
2014-12-31	Friseur	021-36-0997	ihenk	2019-11-17	Lidija Sauer		B+	Walter GmbH & Co. KG	667	ilsehartung@gmx.de	(Decimal('70.7497185'), Decimal('78.401594'))	500
2015-11-12		76281095359	leaotheodoro	2024-10-12	Sr. Arthur da Mata	"Passarela Duarte
Aguas Claras
87357-057 Lima de da Paz / DF"	B-	Caldeira Peixoto - ME	2022	wda-costa@ig.com.br	(Decimal('19.7622255'), Decimal('-66.919628'))	675
	Lecturer, further education	492-50-2200	paigeorr	06 Apr 2022	Christopher Stokes	"60820 Duran Point Suite 956
Port Jasonstad, CT 16313"	AB+	Brewer-Villegas	797	powelljuan@hotmail.com	(Decimal('12.093838'), Decimal('-133.876454'))	490
		BTTMLA14A22I765B	caterina07	12/02/2022, 00:00:00	Tiziana Mantegazza	"Contrada Rodolfo, 1
12013, Chiusa Di Pesio (CN)"	AB+	Babbo, Sabatini e Sagredo SPA	1905	calogero28@virgilio.it	(Decimal('-68.0388375'), Decimal('-130.366812'))	688
2018-09-12	Fine artist	148-96-7754	zbailey	2019/05/07	Brittany Carpenter	"Unit 2648 Box 3781
DPO AP 43493"	B-	Wall LLC	605	pamelacasey@yahoo.com	(Decimal('-24.6403905'), Decimal('-92.358955'))	2
1991-04-01		480-40-5399	howardjessica	2025/06/18	Robert Huffman	"778 Norris Turnpike Apt. 199
Harrisonburgh, DC 41678"	A-	Perez, Ross and Perry	387	kevinanderson@gmail.com	(Decimal('44.366055'), Decimal('91.785055'))	60
1942-10-27	Forstwirt	900-83-5813	hmuehle	09 May 2021	Ann-Kathrin Lachmann	"Kruschwitzgasse 2-7
69403 Waren"	A-	Kreusel	1736	irissauer@web.de	(Decimal('86.559439'), Decimal('177.484641'))	93
1962-04-13		192-17-5785	marie91	2019/03/01	Debra Holland	"4404 Potter Landing
Salazarshire, PR 44454"	AB+	Golden, Lee and Silva	1195	wbutler@yahoo.com	(Decimal('41.081987'), Decimal('70.052070'))	709
1940-01-21	General practice doctor	BCCRDF60B45C564U	dolores52	18 Jan 2022	Gianluigi Gasperi	"Rotonda Livio, 2 Piano 1
22010, Peglio (CO)"	AB+	Guarneri SPA	1509	bvespa@outlook.com	(Decimal('81.5847705'), Decimal('-111.950367'))	184
2014-01-16	Tecnólogo em processos químicos	40932587674	clariceda-rosa	2025/05/13	Maria Luiza Nunes	"Feira Sarah Moreira, 376
Vila Jardim São José
52235-135 Lopes / RJ"	AB+	Pastor Barbosa Ltda.	953	moreiranina@ig.com.br	(Decimal('22.2854835'), Decimal('-161.927905'))	829
1993-07-22		299-04-6891	ftrommler	25 Mar 2023	Wilfriede Stiffel	"Hasan-Putz-Allee 3/6
90283 Burg"	A+	Rogner	1431	amirpeukert@aol.de	(Decimal('89.7516625'), Decimal('13.338316'))	328
1934-10-15		PTRTLC77M50A614Y	silvestrofarinelli	05 Jan 2019	Mirco Avogadro	"Canale Maffei, 5
28887, Bagnella (VB)"	AB-	Argurio, Novaro e Monaco s.r.l.	339	lorenzo11@tiscali.it	(Decimal('69.2543135'), Decimal('-22.092226'))	695
1921-07-30		439-44-6788	aleksandra73	04/22/2025, 00:00:00	Alessandro Schleich	"Mattias-Möchlichen-Allee 9/2
82055 Passau"	A-	Dehmel	1405	gunpfjoergen@yahoo.de	(Decimal('-20.0122275'), Decimal('77.864314'))	744
		32790185441	ottocamara	2022/03/31	Levi Rios	"Lagoa Marques, 96
Vila Suzana Primeira Seção
44739960 Mendes do Campo / RO"	B-	Mendes	924	smarques@ig.com.br	(Decimal('-83.489026'), Decimal('153.098996'))	232
	Espeleologista	19245867382	pandrade	2020-10-27	Levi da Paz	"Viela Pietra Ribeiro, 29
Alto Vera Cruz
39912-191 Barros / BA"	AB-	Freitas Oliveira e Filhos	1724	zpinto@bol.com.br	(Decimal('-73.9383835'), Decimal('-53.804353'))	839
		113-54-3436	karen47	12/04/2023, 00:00:00	Harold Porter	"484 Vincent Islands
East Connorton, ME 17623"	B+	Dixon, Fields and Nielsen	1267	thughes@hotmail.com	(Decimal('-3.173521'), Decimal('154.348922'))	31
2002-05-08	Artist	999-67-7847	dippelrichard	03/01/2024, 00:00:00	Theodoros Hesse		A-	Wohlgemut GmbH & Co. KGaA	381	schenkmaja@gmail.com	(Decimal('-86.102668'), Decimal('158.384932'))	222
1949-11-09	Multimedia specialist	206-68-3157	rodriguezbryan	09/02/2022, 00:00:00	Courtney Gutierrez		B-	Oconnor LLC	0	tyler67@gmail.com	(Decimal('40.5657995'), Decimal('23.980417'))	344
1926-07-04		812-32-9354	marittasuessebier	05/10/2023, 00:00:00	Diethelm Kabus	"Marcus-Hornig-Weg 8/4
25018 Pößneck"	B-	Reising KG	1596	ywiek@gmail.com	(Decimal('-68.4899615'), Decimal('162.506311'))	81
		327-57-9392	hanspeterheidrich	2021/05/21	Imelda Rogge	"Jens-Scholl-Straße 26
94855 Eggenfelden"	AB+	Henschel Stumpf AG	1236	trupphans-wilhelm@hotmail.de	(Decimal('35.2259945'), Decimal('-8.757756'))	552
	アートディレクター	810-70-3405	kumiko64	2020/12/16	山崎 明美	三重県香取郡東庄町戸山2丁目26番14号 中鉢石町アーバン527	AB-	中村印刷有限会社	890	wnakamura@yahoo.com	(Decimal('-20.819081'), Decimal('-138.061034'))	524
		710-19-8306	flinke	10/23/2020, 00:00:00	Mariechen Eigenwillig-Hentschel	"Schülerstraße 7/3
34652 Eisleben"	B-	Hering	1936	heinz-werner42@gmail.com	(Decimal('45.2343275'), Decimal('84.916168'))	301
1938-09-02		381-02-8116	shohei70	15 May 2022	橋本 治		B-	合同会社山口鉱業	119	ifujiwara@gmail.com	(Decimal('40.931032'), Decimal('-70.701986'))	368
	Pfleger	105-89-7037	jakobbeckmann	11/04/2022, 00:00:00	Frau Inka Baum B.Sc.	"Sybille-Reuter-Allee 528
98901 Lörrach"	B+	Karge	1724	adolfine72@gmail.com	(Decimal('67.4708765'), Decimal('-141.259308'))	377
		335-43-1358	anto24	2022-10-18	Irmtraut Bolzmann-Stey	"Ilias-Gieß-Platz 9
36202 Magdeburg"	AB-	Pärtzelt	1687	beate35@googlemail.com	(Decimal('-67.5482275'), Decimal('31.575371'))	369
1963-12-27		061-09-0863	itoyoichi	06 Dec 2021	井上 太郎	茨城県豊島区蔵前36丁目12番2号 パレス豊町209	AB+	合同会社高橋印刷	37	otakumiko@hotmail.com	(Decimal('-73.9832305'), Decimal('135.061157'))	506
1926-08-23	Chemikant	011-92-9846	weihmannbabett	2023/01/10	Gisela Schuchhardt	"Eva-Maria-Jockel-Gasse 63-70
73365 Norden"	O-	Adler Hermighausen OHG mbH	1131	paertzeltgrzegorz@gmx.de	(Decimal('-60.310490'), Decimal('-171.344575'))	142
	Orientador educacional	42589306105	amachado	2020/11/14	Sr. André Fernandes	"Jardim de Pimenta, 651
Leonina
49589644 Rodrigues do Oeste / PB"	A-	Ramos	1957	maria-juliacasa-grande@bol.com.br	(Decimal('24.2690555'), Decimal('-73.864795'))	774
1931-08-28		004-30-5443	harukainoue	2021/12/06	高橋 真綾	沖縄県昭島市脚折34丁目20番10号 台東シティ924	A+	株式会社佐々木水産	1317	minoru30@hotmail.com	(Decimal('76.2328115'), Decimal('-142.398560'))	160
		24165897337	xsampaio	06/29/2020, 00:00:00	Marina Teixeira	"Esplanada de Fonseca
São José
99208-724 Souza do Campo / CE"	A+	da Conceição	410	meloheloisa@uol.com.br	(Decimal('-16.8864405'), Decimal('2.679004'))	264
		339-94-9665	owarmer	2019/07/14	Maike Döhn	"Gusti-Wohlgemut-Gasse 89/10
31626 Nordhausen"	AB+	Jungfer	1314	janinjohann@web.de	(Decimal('43.083207'), Decimal('71.754899'))	365
		16753029443	paulo08	2024/07/04	Rael Fernandes	"Viaduto Ribeiro, 79
Xangri-Lá
50143520 Montenegro do Amparo / GO"	AB-	Fonseca S/A	1179	da-motaleonardo@uol.com.br	(Decimal('-44.520839'), Decimal('4.689770'))	392
1959-12-31		908-63-6362	henschelekkehard	2022-12-20	Dr. Rebecca Drewes		A+	Dörr Lindner GmbH	1024	gjessel@gmx.de	(Decimal('33.8083455'), Decimal('80.887481'))	277
		BLLRBT16B20F138J	fcanevascini	10/10/2019, 00:00:00	Dott. Renzo Giacconi	"Rotonda Imelda, 846
11024, Pontey (AO)"	AB-	Pertini e figli	1985	gianpietro41@libero.it		208
		362-39-2853	mauricehenck	2019/02/28	Dipl.-Ing. Ella Säuberlich	"Steinbergallee 1-2
00387 Jülich"	AB+	Metz	654	baehrengelbert@web.de	(Decimal('70.145781'), Decimal('-138.179031'))	754
		57284103914	melina84	2022/09/05	Ana Lívia Farias		O-	Rocha	1311	pedro34@ig.com.br		715
1935-01-25		RNGGVN40R19F838U	federico65	2021-10-19	Sig.ra Antonina Boitani	"Viale Ariasso, 663 Appartamento 6
70129, Loseto (BA)"	O-	Cheda-Redi SPA	450	vgiusti@gmail.com	(Decimal('48.983064'), Decimal('43.163225'))	288
2011-06-08		656-02-8955	joanna17	2022/03/10	Raymond Barry	"5091 Carolyn Flat Suite 139
Josephton, GA 30077"	B-	Warren-Long	892	wwashington@yahoo.com		732
1965-02-14		617-27-5739	jkato	27 Nov 2024	田中 くみ子	宮崎県長生郡長生村大中32丁目11番8号 上吉羽パレス121	A+	山田通信有限会社	1288	takahashiyasuhiro@hotmail.com	(Decimal('36.7331275'), Decimal('-148.122285'))	568
2011-10-18		121-18-7356	losekannrita	2024/03/24	Rosina Schaaf	"Kaulgasse 51/14
69324 Jülich"	B-	Stroh AG & Co. KGaA	1889	kambsdiane@web.de	(Decimal('8.873435'), Decimal('128.952647'))	322
1912-03-14	Psychiatric nurse	590-25-8721	bhunt	09 Sep 2021	Dennis Brennan	"USS Johnson
FPO AA 62278"	B-	Salinas Group	1682	castillomelissa@yahoo.com	(Decimal('-81.0546745'), Decimal('136.603873'))	842
1930-03-09		BCCPRS11A41G583K	giuliobabati	2023/07/20	Sig.ra Giuliana Fischetti	"Vicolo Liana, 257 Appartamento 4
37142, Verona (VR)"	AB+	Canova Group	897	rosminibruno@alice.it	(Decimal('13.0877835'), Decimal('-57.419026'))	344
2013-03-21		659-91-0641	julia23	2020/09/08	Leah Zamora		O-	Pacheco-Orozco	423	diazsharon@gmail.com	(Decimal('31.8546195'), Decimal('-70.892164'))	506
1975-06-15	Polizist	567-29-2140	krebskriemhild	2020/08/07	Slavica Kruschwitz MBA.	"Lieselotte-Röhricht-Allee 637
33112 Steinfurt"	A-	Linke Junken KG	1046	mielcarekarnulf@hotmail.de	(Decimal('68.828695'), Decimal('-114.214936'))	100
1995-04-25		25438609160	pvieira	11/29/2020, 00:00:00	Sr. Marcelo Novaes		O-	Martins Aragão - EI	764	dsilveira@gmail.com	(Decimal('83.334323'), Decimal('126.533655'))	253
		738-59-4322	nakajimahideki	2019-12-29	中村 花子	滋賀県富里市東上野6丁目14番3号 東浅草ハイツ176	B+	佐藤運輸株式会社	1976	kaorisuzuki@gmail.com	(Decimal('68.621060'), Decimal('-140.867153'))	409
		17648503948	uramos	2020-12-12	Henrique Gonçalves	"Quadra de Macedo, 61
Outro
65077996 Almeida / AM"	AB-	Ribeiro	538	maria-eduardapires@yahoo.com.br	(Decimal('52.3308495'), Decimal('-106.065682'))	83
2023-06-30		PVNLPD59S50I298M	xsiffredi	2021-01-14	Monica Gasperi-Toldo	"Incrocio Loretta, 6 Appartamento 98
41025, Acquaria (MO)"	A-	Calbo, Manacorda e Gagliardi SPA	688	gianettiubaldo@libero.it	(Decimal('37.7974215'), Decimal('-31.226169'))	19
		673-49-5238	joern40	08 Jan 2020	Silvester Haase-Klapp	"Ruststr. 6/1
26307 Helmstedt"	AB-	Klingelhöfer	1936	donaldholzapfel@gmail.com	(Decimal('85.9180565'), Decimal('-13.790231'))	715
	Mechaniker	214-33-1795	jasminkarz	26 Apr 2020	Dr. Francoise Becker B.A.	"Rädelstr. 3
62695 Hettstedt"	O+	Trapp	1088	cwilmsen@aol.de	(Decimal('-24.167208'), Decimal('2.951047'))	594
	Curator	279-54-2416	gonzalezdavid	2022/08/01	Dominique Bell	"614 Powers Manors Suite 032
East Mary, OR 79138"	AB+	Keller Group	930	ryanwebb@yahoo.com	(Decimal('30.9519315'), Decimal('88.104759'))	127
		817-25-5827	verarohleder	2021/07/24	Meral Harloff	"Schmiedeckestraße 33-63
28411 Brilon"	B-	Möchlichen	1797	groettnervalentina@aol.de	(Decimal('-61.7049475'), Decimal('-141.216222'))	114
		287-95-3117	minoru83	2020-11-20	近藤 零		AB-	鈴木水産合同会社	970	mikako09@hotmail.com	(Decimal('23.723923'), Decimal('162.349020'))	587
